"Date";"Time";"timestamp";"SteamGen150";"SteamCon30MW";"SteamtoSugar110_3ATAPRDS";"Stmto3Old110_45ATAPRDS";"Stmto3New110_45ATAPRDS";"StmMillTurbine110_45ATAPRDS";"StmtoDistil110_45ATAPRDS_o";"Stm4MWTG110_45ATAPRDS";"ExtractionStm30MW";"Bleed2HPH1Stm";"Bleed1HPH2Stm";"TotalStmtoSug150";"Stmtodeareator150";"SteamGen35";"StmCons4";"StmCons45_55ATAPRDS";"Stm45_55ATADeareatorEjectorPRDS";"Extractionstm4";"TotalStmdistil";"StmtoEjector";"Stm35TDeareator";"StmtoSugDisti";"SteamGen70";"StmCons3Old35";"StmCons3New35";"StmDist70";"Stmto4_70TPH";"TotalStmtoSug70";"Firewood150";"Baggase150";"Firewood70";"Baggase70";"Firewood35";"Baggase35";"SlopCon"
"2023-12-17";"2023-12-18 09:52:00";"2023-12-18 10:06:30";3397.8;3368.8;29.0;0.0;0.0;0.0;0.0;0.0;2543.4;161.8;158.6;2422.2;123.4;728.5;728.5;0.0;0.0;411.6;282.0;9.9;94.8;0.0;1659.8;590.4;530.4;0.0;0.0;1637.5;0.0;1370.1;0.0;761.4;0.0;273.0;108.2
"2023-12-18";"2023-12-19 08:52:00";"2023-12-19 09:01:07";3382.1;3369.1;13.0;0.0;0.0;0.0;0.0;0.0;2585.9;163.5;159.2;2453.2;124.9;701.8;701.8;0.0;0.0;395.7;275.3;9.9;97.4;0.0;1654.1;588.6;530.2;0.0;0.0;1634.3;0.0;1363.7;0.0;758.8;0.0;268.0;89.5
"2023-12-19";"2023-12-20 09:15:00";"2023-12-20 09:23:14";3395.1;3395.1;0.0;0.0;0.0;0.0;0.0;0.0;2607.8;169.6;159.3;2477.1;118.3;718.3;718.3;0.0;0.0;418.7;307.7;9.8;98.9;0.0;1663.7;594.2;531.8;0.0;0.0;1644.9;0.0;1369.0;0.0;763.2;0.0;263.0;115.6
"2023-12-20";"2023-12-21 10:32:00";"2023-12-21 10:41:00";3404.4;3392.4;12.0;0.0;0.0;0.0;0.0;0.0;2599.1;175.6;158.6;2478.3;122.3;711.8;711.8;0.0;0.0;396.8;277.3;9.9;100.4;0.0;1663.4;591.2;532.8;0.0;0.0;1641.0;0.0;1367.2;0.0;759.5;0.0;254.0;131.1
"2023-12-21";"2023-12-22 10:21:00";"2023-12-22 10:26:32";3407.2;3345.2;62.0;0.0;0.0;0.0;0.0;0.0;2527.6;175.7;151.3;2459.2;127.5;716.1;716.1;0.0;0.0;401.6;283.2;9.9;99.7;0.0;1630.0;591.6;531.9;0.0;0.0;1608.2;0.0;1368.3;0.0;744.3;0.0;265.0;111.3
"2023-12-22";"2023-12-23 12:54:00";"2023-12-23 13:00:04";3471.1;3428.1;43.0;0.0;0.0;0.0;0.0;0.0;2594.5;166.9;157.5;2504.5;138.8;737.6;737.6;0.0;0.0;436.3;323.8;9.9;100.3;0.0;1644.0;589.7;526.6;0.0;0.0;1610.5;0.0;1394.0;0.0;750.7;0.0;275.0;124.4
"2023-12-23";"2023-12-24 09:40:00";"2023-12-24 09:45:34";3517.7;3517.7;0.0;0.0;0.0;0.0;0.0;0.0;2676.6;197.3;174.6;2546.5;130.9;764.5;764.5;0.0;0.0;485.4;389.5;9.8;100.0;0.0;1646.8;587.0;533.9;0.0;0.0;1619.1;0.0;1407.1;0.0;748.5;0.0;265.0;156.5
"2023-12-24";"2023-12-25 09:40:00";"2023-12-25 09:47:12";3562.1;3562.1;0.0;0.0;0.0;0.0;0.0;0.0;2673.7;251.8;201.1;2550.1;125.7;772.2;772.2;0.0;0.0;495.8;401.3;9.8;100.0;0.0;1663.0;592.3;535.6;0.0;0.0;1639.1;0.0;1413.5;0.0;755.9;0.0;261.0;167.4
"2023-12-25";"2023-12-26 09:44:00";"2023-12-26 09:51:28";3424.1;3382.7;0.0;41.4;0.0;0.0;0.0;0.0;2289.0;239.0;199.8;2091.0;167.0;772.1;772.1;0.0;0.0;491.2;395.1;9.8;100.0;0.0;912.4;331.9;293.4;0.0;0.0;854.7;0.0;1342.8;0.0;456.2;0.0;261.0;167.5
"2023-12-26";"2023-12-27 10:10:00";"2023-12-27 10:21:05";3552.1;3552.1;0.0;0.0;0.0;0.0;0.0;0.0;2691.9;192.9;195.8;2537.3;125.5;760.7;760.7;0.0;0.0;466.0;389.2;9.8;101.8;0.0;1664.1;599.1;524.4;0.0;0.0;1624.3;0.0;1404.0;0.0;756.4;0.0;254.0;169.5
"2023-12-27";"2023-12-28 17:38:00";"2023-12-28 17:47:46";3554.0;3554.0;0.0;0.0;0.0;0.0;0.0;0.0;2699.4;193.6;196.4;2557.1;117.5;761.3;761.3;0.0;0.0;474.8;398.7;9.8;102.7;0.0;1658.3;589.4;536.1;0.0;0.0;1635.1;0.0;1404.7;0.0;753.8;0.0;247.0;179.6
"2023-12-28";"2023-12-29 09:09:00";"2023-12-29 09:22:47";3559.2;3559.2;0.0;0.0;0.0;0.0;0.0;0.0;2691.1;204.4;191.5;2545.5;111.2;764.4;764.4;0.0;0.0;482.7;398.4;9.8;101.9;0.0;1657.1;590.3;536.6;0.0;0.0;1634.7;0.0;1406.8;0.0;753.2;0.0;244.0;194.8
"2023-12-29";"2023-12-30 09:16:00";"2023-12-30 09:21:39";3540.2;3540.2;0.0;0.0;0.0;0.0;0.0;0.0;2687.4;206.9;165.7;2536.4;118.8;760.6;760.6;0.0;0.0;475.3;387.9;9.8;102.2;0.0;1671.6;591.4;543.1;0.0;0.0;1651.7;0.0;1404.8;0.0;759.8;0.0;251.0;174.8
"2023-12-31";"2024-01-01 10:19:00";"2024-01-01 10:27:34";3556.0;3550.0;6.0;0.0;0.0;0.0;0.0;0.0;2697.0;258.2;163.7;2589.8;86.1;744.8;744.8;0.0;0.0;447.7;353.9;9.8;104.7;0.0;1668.8;598.9;544.7;0.0;0.0;1638.8;0.0;1394.5;0.0;751.7;0.0;248.0;156.9
"2023-12-30";"2024-01-01 15:32:00";"2024-01-01 15:40:16";3523.9;3523.9;0.0;0.0;0.0;0.0;0.0;0.0;2654.5;233.4;164.4;2527.9;98.7;754.2;754.2;0.0;0.0;467.0;378.4;9.8;103.0;0.0;1649.1;597.8;545.6;0.0;0.0;1620.6;0.0;1392.9;0.0;742.8;0.0;242.0;177.1
"2024-01-01";"2024-01-02 11:29:00";"2024-01-02 11:39:20";3395.9;3395.9;0.0;0.0;0.0;0.0;0.0;0.0;2341.3;92.6;232.0;2152.8;135.7;754.5;754.5;0.0;0.0;472.3;384.6;9.8;104.6;0.0;1537.8;553.3;534.9;0.0;0.0;1491.4;0.0;1331.7;0.0;692.7;0.0;241.0;183.6
"2024-01-02";"2024-01-03 11:33:00";"2024-01-03 11:43:16";3457.3;3457.3;0.0;0.0;0.0;0.0;0.0;0.0;2400.2;261.5;161.3;2215.6;130.7;760.9;760.9;0.0;0.0;476.9;383.8;9.8;104.6;0.0;1580.2;589.5;514.5;0.0;0.0;1548.0;0.0;1345.3;0.0;711.8;0.0;242.0;187.7
"2024-01-03";"2024-01-04 09:28:00";"2024-01-04 09:41:01";3564.2;3560.2;4.0;0.0;0.0;0.0;0.0;0.0;2709.1;247.2;168.4;2540.5;131.5;756.8;756.8;0.0;0.0;467.0;374.2;9.8;103.9;0.0;1676.2;594.1;548.9;0.0;0.0;1635.1;0.0;1386.8;0.0;755.1;0.0;250.0;170.7
"2024-01-04";"2024-01-06 14:19:00";"2024-01-06 14:30:03";3439.8;3397.8;42.0;0.0;0.0;0.0;0.0;0.0;2570.2;223.9;158.0;2458.3;130.7;761.1;758.1;3.0;0.0;490.8;402.9;9.7;103.4;0.0;1659.8;586.8;547.1;0.0;0.0;1628.4;0.0;1348.9;0.0;747.7;0.0;249.0;176.9
"2024-01-05";"2024-01-06 14:30:00";"2024-01-06 14:42:02";3540.1;3540.1;0.0;0.0;0.0;0.0;0.0;0.0;2688.5;192.5;176.2;2525.2;131.6;764.7;764.7;0.0;0.0;478.3;390.9;9.8;102.1;0.0;1671.5;601.5;542.4;0.0;0.0;1637.2;0.0;1388.3;0.0;752.9;0.0;247.0;183.3
"2024-01-06";"2024-01-07 16:56:00";"2024-01-07 17:01:28";3554.3;3554.3;0.0;0.0;0.0;0.0;0.0;0.0;2712.3;191.6;177.8;2552.5;132.0;759.1;759.1;0.0;0.0;471.9;382.4;9.8;101.2;0.0;1665.8;598.7;537.9;0.0;0.0;1632.3;0.0;1393.8;0.0;750.1;0.0;242.0;180.9
"2024-01-07";"2024-01-08 09:12:00";"2024-01-08 09:24:39";3545.8;3540.8;5.0;0.0;0.0;0.0;0.0;0.0;2687.2;175.3;180.2;2539.7;133.4;775.8;773.8;2.0;0.0;514.0;454.4;9.9;101.6;0.0;1675.2;601.2;540.3;0.0;0.0;1640.0;0.0;1390.5;0.0;754.6;0.0;240.0;199.7
"2024-01-08";"2024-01-12 10:09:00";"2024-01-12 10:17:12";3547.4;3547.4;0.0;0.0;0.0;0.0;0.0;0.0;2677.9;175.5;179.2;2533.0;131.7;753.9;753.9;0.0;0.0;467.9;404.9;9.9;79.0;0.0;1670.2;598.7;536.9;0.0;0.0;1633.0;0.0;1391.1;0.0;752.3;0.0;234.0;184.3
"2024-01-09";"2024-01-12 10:17:00";"2024-01-12 10:28:50";3552.3;3539.3;13.0;0.0;0.0;0.0;0.0;0.0;2702.9;178.4;156.9;2566.5;137.5;759.3;759.3;0.0;0.0;475.1;414.6;9.8;80.0;0.0;1672.4;599.8;547.9;0.0;0.0;1636.1;0.0;1404.1;0.0;753.3;0.0;240.0;183.3
"2024-01-10";"2024-01-12 10:28:00";"2024-01-12 10:35:34";3546.8;3546.8;0.0;0.0;0.0;0.0;0.0;0.0;2699.6;173.4;157.6;2555.8;129.6;759.4;759.4;0.0;0.0;475.2;413.8;10.0;82.2;0.0;1674.0;601.0;542.0;0.0;0.0;1636.2;0.0;1401.9;0.0;754.1;0.0;227.0;204.6
"2024-01-11";"2024-01-12 10:35:00";"2024-01-12 10:42:11";3534.4;3529.4;5.0;0.0;0.0;0.0;0.0;0.0;2724.9;159.3;159.8;2578.5;132.0;764.5;764.5;0.0;0.0;479.7;409.0;9.9;82.1;0.0;1677.1;599.2;541.3;0.0;0.0;1643.2;0.0;1402.5;0.0;755.5;0.0;252.0;160.1
"2024-01-12";"2024-01-13 11:17:00";"2024-01-13 11:33:02";3549.7;3549.7;0.0;0.0;0.0;0.0;0.0;0.0;2734.4;190.4;157.2;2590.0;124.7;759.0;759.0;0.0;0.0;474.9;405.2;9.9;82.3;0.0;1678.6;598.8;544.5;0.0;0.0;1649.1;0.0;1397.5;0.0;756.1;0.0;235.0;185.6
"2024-01-13";"2024-01-14 15:28:00";"2024-01-14 15:35:43";3534.6;3530.6;4.0;0.0;0.0;0.0;0.0;0.0;2713.7;176.0;158.0;2569.4;127.9;762.4;762.4;0.0;0.0;484.9;412.7;9.9;82.2;0.0;1669.9;603.1;538.3;0.0;0.0;1637.3;0.0;1402.6;0.0;752.2;0.0;239.0;182.0
"2024-01-14";"2024-01-15 09:07:00";"2024-01-15 09:18:18";3561.3;3561.3;0.0;0.0;0.0;0.0;0.0;0.0;2739.4;180.7;170.8;2588.9;125.3;757.0;757.0;0.0;0.0;476.3;409.6;9.9;82.1;0.0;1668.3;598.7;540.9;0.0;0.0;1626.9;0.0;1402.1;0.0;751.5;0.0;232.0;186.5
"2024-01-15";"2024-01-19 18:45:00";"2024-01-19 18:58:22";3533.7;3533.7;0.0;0.0;0.0;0.0;0.0;0.0;2566.1;266.6;157.1;2397.9;131.1;750.4;750.4;0.0;0.0;467.1;401.9;9.9;80.6;0.0;1645.8;601.5;548.4;0.0;0.0;1602.0;0.0;1380.4;0.0;741.3;0.0;212.0;212.7
"2024-01-16";"2024-01-19 18:58:00";"2024-01-19 19:07:33";3528.5;3486.0;14.0;0.0;0.0;0.0;28.5;0.0;2657.9;170.5;171.2;2522.6;139.2;660.2;630.2;30.0;0.0;404.8;382.6;9.7;76.3;0.0;1674.8;605.6;548.5;0.0;0.0;1638.9;0.0;1378.3;0.0;754.4;0.0;217.0;154.8
"2024-01-17";"2024-01-19 19:07:00";"2024-01-19 19:32:07";213.1;213.1;0.0;0.0;0.0;0.0;0.0;0.0;159.2;9.7;10.0;146.4;6.7;666.8;625.8;41.0;0.0;429.8;374.9;10.0;79.3;65.0;1335.4;557.1;465.2;67.0;0.0;1259.2;0.0;85.2;0.0;612.6;0.0;212.0;166.7
"2024-01-18";"2024-01-19 19:32:00";"2024-01-19 20:50:27";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;832.5;832.5;0.0;0.0;636.1;294.6;9.8;84.9;297.0;1673.9;606.0;556.8;0.0;0.0;1953.3;0.0;0.0;0.0;754.0;0.0;290.0;143.7
"2024-01-19";"2024-01-20 17:02:00";"2024-01-20 17:19:51";1034.1;1034.1;0.0;0.0;0.0;0.0;0.0;0.0;697.3;73.5;57.5;603.1;57.3;818.4;818.4;0.0;0.0;614.2;353.6;9.8;87.6;210.0;1674.9;606.0;557.3;0.0;0.0;1870.6;2.0;479.0;0.0;754.5;0.0;278.0;151.2
"2024-01-20";"2024-01-22 11:17:00";"2024-01-22 11:31:24";3566.2;3566.2;0.0;0.0;0.0;0.0;0.0;0.0;2731.6;194.7;164.0;2530.5;118.9;818.8;818.8;0.0;0.0;590.8;484.4;9.9;109.3;0.0;1683.0;600.0;554.4;0.0;0.0;1636.6;0.0;1404.0;0.0;758.1;0.0;253.0;206.5
"2024-01-21";"2024-01-22 11:31:00";"2024-01-22 13:38:05";3538.9;3538.9;0.0;0.0;0.0;0.0;0.0;0.0;2720.6;155.0;166.9;2532.0;124.5;798.0;798.0;0.0;0.0;557.9;482.8;9.8;107.2;0.0;1688.5;605.8;549.4;0.0;0.0;1647.0;0.0;1393.3;0.0;760.6;0.0;233.0;215.6
"2024-01-22";"2024-01-25 09:55:00";"2024-01-25 10:21:28";3540.9;3540.9;0.0;0.0;0.0;0.0;0.0;0.0;2694.3;153.1;166.8;2502.1;129.7;801.8;801.8;0.0;0.0;550.3;474.6;9.8;89.7;0.0;1673.9;586.3;561.3;0.0;0.0;1624.7;0.0;1394.1;0.0;754.0;0.0;249.0;191.8
"2024-01-23";"2024-01-25 10:21:00";"2024-01-25 10:30:55";3482.2;3482.2;0.0;0.0;0.0;0.0;0.0;0.0;2619.1;161.8;162.4;2431.0;125.9;795.6;793.6;2.0;0.0;569.1;489.6;9.8;92.3;0.0;1646.2;591.8;553.1;0.0;0.0;1593.1;0.0;1370.9;0.0;741.5;0.0;237.0;208.6
"2024-01-24";"2024-01-25 10:30:00";"2024-01-25 12:07:16";3543.8;3543.8;0.0;0.0;0.0;0.0;0.0;0.0;2690.4;161.2;161.3;2500.5;125.6;798.4;798.4;0.0;0.0;564.8;483.1;9.8;89.7;0.0;1683.7;595.3;561.7;0.0;0.0;1631.6;0.0;1395.2;0.0;758.4;0.0;236.0;211.3
"2024-01-25";"2024-01-28 16:24:00";"2024-01-28 16:49:27";3492.2;3487.2;5.0;0.0;0.0;0.0;0.0;0.0;2650.5;149.0;154.5;2462.2;127.5;795.4;793.4;2.0;0.0;579.1;503.0;9.8;95.8;0.0;1641.4;579.1;560.9;0.0;0.0;1583.5;0.0;1385.8;0.0;739.4;0.0;244.0;199.7
"2024-01-26";"2024-01-28 16:49:00";"2024-01-28 16:55:32";3547.7;3547.7;0.0;0.0;0.0;0.0;0.0;0.0;2728.2;156.1;158.5;2541.4;126.5;782.3;782.3;0.0;0.0;556.0;495.9;9.8;82.2;0.0;1685.6;603.1;556.8;0.0;0.0;1634.7;0.0;1402.3;0.0;759.3;0.0;225.0;223.4
"2024-01-27";"2024-01-28 16:55:00";"2024-01-28 17:00:19";3547.8;3547.8;0.0;0.0;0.0;0.0;0.0;0.0;2733.0;156.2;158.3;2543.3;123.6;768.4;768.4;0.0;0.0;530.9;493.2;10.1;68.4;0.0;1694.0;610.2;559.0;0.0;0.0;1640.4;0.0;1402.3;0.0;763.1;0.0;222.0;215.2
"2024-01-28";"2024-01-31 19:10:00";"2024-01-31 19:30:20";3549.6;3549.6;0.0;0.0;0.0;0.0;0.0;0.0;2730.4;156.3;158.5;2547.9;125.9;745.4;745.4;0.0;0.0;507.3;453.7;10.0;75.7;0.0;1680.9;602.2;552.2;0.0;0.0;1630.3;0.0;1403.0;0.0;757.2;0.0;222.0;195.2
"2024-01-29";"2024-01-31 19:30:00";"2024-01-31 20:08:48";3531.4;3531.4;0.0;0.0;0.0;0.0;0.0;0.0;2681.0;154.9;157.4;2508.1;125.0;161.5;135.0;26.5;0.0;93.4;85.2;3.9;16.9;0.0;1680.7;606.6;554.9;0.0;0.0;1631.3;0.0;1395.8;0.0;757.1;0.0;82.0;26.7
"2024-01-30";"2024-01-31 20:08:00";"2024-01-31 20:24:25";3529.4;3529.4;0.0;0.0;0.0;0.0;0.0;0.0;2676.2;154.8;157.4;2520.6;126.7;818.5;818.5;0.0;0.0;585.1;489.5;10.9;80.5;0.0;1671.7;607.1;547.1;0.0;0.0;1623.2;0.0;1395.0;0.0;753.0;0.0;236.0;230.8
"2024-01-31";"2024-02-01 11:21:00";"2024-02-01 11:32:07";3519.0;3519.0;0.0;0.0;0.0;0.0;0.0;0.0;2664.5;154.7;157.1;2504.6;128.0;821.2;821.2;0.0;0.0;579.6;475.6;10.8;80.8;0.0;1669.4;610.0;552.2;0.0;0.0;1618.4;0.0;1390.9;0.0;752.0;0.0;246.0;212.3
"2024-02-01";"2024-02-02 11:09:00";"2024-02-02 11:20:00";3513.6;3513.6;0.0;0.0;0.0;0.0;0.0;0.0;2660.0;155.0;157.0;2488.0;128.9;817.5;816.0;1.5;0.0;581.3;469.4;10.8;80.8;0.0;1666.5;608.1;560.7;0.0;0.0;1609.3;0.0;1394.3;0.0;750.7;0.0;244.0;215.7
"2024-02-02";"2024-02-03 09:28:00";"2024-02-03 09:36:13";3534.6;3534.6;0.0;0.0;0.0;0.0;0.0;0.0;2700.7;160.7;157.7;2534.5;126.1;812.2;812.2;0.0;0.0;565.7;462.1;10.8;80.5;0.0;1689.6;612.8;563.2;0.0;0.0;1639.5;0.0;1402.6;0.0;761.1;0.0;248.0;206.6
"2024-02-03";"2024-02-05 10:58:00";"2024-02-05 11:09:14";3529.9;3529.9;0.0;0.0;0.0;0.0;0.0;0.0;2690.6;166.8;156.7;2519.1;124.6;812.8;812.8;0.0;0.0;564.7;469.9;10.8;81.9;0.0;1686.4;603.1;561.1;0.0;0.0;1640.6;0.0;1400.8;0.0;759.6;0.0;243.0;211.3
"2024-02-04";"2024-02-05 11:09:00";"2024-02-05 11:16:00";3490.1;3490.1;0.0;0.0;0.0;0.0;0.0;0.0;2572.8;165.3;155.5;2384.9;129.6;805.7;805.7;0.0;0.0;568.5;462.5;10.8;80.8;0.0;1656.5;601.4;559.8;0.0;0.0;1606.5;0.0;1396.0;0.0;746.2;0.0;236.0;216.4
"2024-02-05";"2024-02-06 10:05:00";"2024-02-06 10:12:39";3518.7;3508.7;10.0;0.0;0.0;0.0;0.0;0.0;2596.8;224.6;157.4;2427.4;124.9;789.9;789.9;0.0;0.0;538.2;474.3;10.8;91.2;0.0;1648.1;610.4;547.7;0.0;0.0;1605.8;0.0;1390.8;0.0;742.4;0.0;225.0;221.1
"2024-02-06";"2024-02-10 11:22:00";"2024-02-10 11:30:42";3540.2;3540.2;0.0;0.0;0.0;0.0;0.0;0.0;2683.0;160.0;172.9;2508.8;125.2;799.5;795.5;4.0;0.0;555.6;485.6;10.8;87.9;0.0;1676.5;611.8;553.6;0.0;0.0;1636.6;0.0;1404.8;0.0;755.2;0.0;233.0;222.0
"2024-02-07";"2024-02-10 11:34:00";"2024-02-10 11:46:53";3534.7;3534.7;0.0;0.0;0.0;0.0;0.0;0.0;2684.8;153.0;173.7;2509.9;124.5;803.0;803.0;0.0;0.0;555.7;478.5;10.8;85.6;0.0;1688.8;617.1;552.4;0.0;0.0;1646.7;0.0;1413.9;0.0;760.7;0.0;235.0;213.6
"2024-02-08";"2024-02-10 11:46:00";"2024-02-10 11:57:01";2138.2;2130.2;8.0;0.0;0.0;0.0;0.0;0.0;1427.4;128.7;115.8;1279.2;95.9;794.5;794.5;0.0;0.0;552.4;477.1;10.8;88.0;0.0;1225.1;487.0;445.3;0.0;0.0;1026.6;0.0;950.3;0.0;575.2;0.0;239.0;202.0
"2024-02-09";"2024-02-10 11:56:00";"2024-02-10 12:07:50";3546.3;3546.3;0.0;0.0;0.0;0.0;0.0;0.0;2689.7;180.9;180.5;2539.2;123.4;793.3;793.3;0.0;0.0;551.7;473.3;10.8;87.1;0.0;1685.0;609.6;553.3;0.0;0.0;1644.4;0.0;1401.7;0.0;759.0;0.0;234.0;205.1
"2024-02-10";"2024-02-11 16:08:00";"2024-02-11 16:15:54";3541.1;3541.1;0.0;0.0;0.0;0.0;0.0;0.0;2674.8;180.9;179.4;2533.4;121.8;798.5;798.5;0.0;0.0;547.4;470.7;10.7;86.4;0.0;1687.0;606.1;553.0;0.0;0.0;1635.0;0.0;1399.6;0.0;759.9;0.0;236.0;205.8
"2024-02-11";"2024-02-12 09:54:00";"2024-02-12 09:59:43";3556.1;3556.1;0.0;0.0;0.0;0.0;0.0;0.0;2713.7;182.4;180.8;2550.8;119.1;793.8;793.8;0.0;0.0;539.5;458.7;10.7;86.5;0.0;1695.2;608.5;557.7;0.0;0.0;1641.9;0.0;1411.2;0.0;763.6;0.0;237.0;201.8
"2024-02-12";"2024-02-13 09:13:00";"2024-02-13 09:34:30";3526.2;3512.2;14.0;0.0;0.0;0.0;0.0;0.0;2636.0;179.0;177.7;2512.7;125.0;784.0;782.0;2.0;0.0;520.9;440.1;10.6;86.3;0.0;1684.9;605.5;552.3;0.0;0.0;1631.0;0.0;1393.7;0.0;759.0;0.0;244.0;179.3
"2024-02-13";"2024-02-15 13:17:00";"2024-02-15 13:25:18";3341.0;3341.0;0.0;0.0;0.0;0.0;0.0;0.0;2258.6;190.8;176.5;2077.5;135.1;778.3;778.3;0.0;0.0;537.0;442.5;10.7;82.1;0.0;1479.1;559.1;526.2;0.0;0.0;1350.2;0.0;1320.6;0.0;678.5;0.0;234.0;194.7
"2024-02-14";"2024-02-15 13:25:00";"2024-02-15 13:31:57";3539.6;3539.6;0.0;0.0;0.0;0.0;0.0;0.0;2638.5;170.7;183.0;2506.9;126.5;763.3;763.3;0.0;0.0;555.5;448.0;10.7;76.7;0.0;1686.5;599.5;558.5;0.0;0.0;1633.3;0.0;1399.0;0.0;759.7;0.0;222.0;207.8
"2024-02-15";"2024-02-16 11:28:00";"2024-02-16 11:35:16";3550.6;3510.5;0.0;0.0;0.0;0.0;40.1;0.0;2664.9;171.4;170.5;2503.7;128.7;659.4;631.4;28.0;0.0;402.5;387.6;9.1;58.0;0.0;1686.8;603.9;552.1;0.0;0.0;1629.5;0.0;1409.0;0.0;759.8;0.0;194.0;180.4
"2024-02-16";"2024-02-17 09:33:00";"2024-02-17 09:48:12";3535.9;3535.9;0.0;0.0;0.0;0.0;0.0;0.0;2593.0;207.0;173.9;2426.5;129.8;778.7;778.7;0.0;0.0;521.4;454.6;9.6;73.5;0.0;1664.6;606.8;550.6;0.0;0.0;1606.9;0.0;1397.6;0.0;749.8;0.0;218.0;219.0
"2024-02-17";"2024-02-19 10:00:00";"2024-02-19 10:12:33";3540.4;3540.4;0.0;0.0;0.0;0.0;0.0;0.0;2611.3;223.8;186.4;2472.9;127.7;783.4;783.4;0.0;0.0;526.2;461.2;9.7;74.9;0.0;1680.0;612.9;548.7;0.0;0.0;1619.5;0.0;1393.9;0.0;756.8;0.0;205.0;242.3
"2024-02-18";"2024-02-19 10:12:00";"2024-02-19 10:23:12";3566.8;3566.8;0.0;0.0;0.0;0.0;0.0;0.0;2629.5;233.7;206.6;2507.0;121.1;773.4;773.4;0.0;0.0;503.1;453.9;9.7;81.6;0.0;1696.3;619.9;552.2;0.0;0.0;1642.4;0.0;1398.7;0.0;764.1;0.0;211.0;227.0
"2024-02-19";"2024-02-20 13:15:00";"2024-02-20 13:22:06";3574.0;3521.0;0.0;0.0;0.0;0.0;53.0;0.0;2640.0;235.1;190.8;2498.9;124.0;676.0;643.0;33.0;0.0;427.4;455.2;9.7;83.6;0.0;1670.5;616.4;545.4;0.0;0.0;1633.0;0.0;1407.1;0.0;752.5;0.0;197.0;201.5
"2024-02-20";"2024-02-23 15:23:00";"2024-02-23 15:31:14";3565.5;3565.5;0.0;0.0;0.0;0.0;0.0;0.0;2647.3;242.5;188.9;2513.0;122.8;779.0;779.0;0.0;0.0;518.7;482.4;10.5;80.1;0.0;1681.6;615.3;560.9;0.0;0.0;1646.5;0.0;1398.2;0.0;757.5;0.0;201.0;245.2
"2024-02-21";"2024-02-23 15:31:00";"2024-02-23 15:37:36";3549.7;3537.7;12.0;0.0;0.0;0.0;0.0;0.0;2627.2;239.0;186.5;2512.0;123.9;687.3;652.3;35.0;0.0;445.0;429.9;9.6;78.2;0.0;1682.8;608.0;565.2;0.0;0.0;1640.5;0.0;1397.5;0.0;758.0;0.0;211.0;184.0
"2024-02-22";"2024-02-24 18:01:00";"2024-02-24 18:24:51";3554.1;3554.1;0.0;0.0;0.0;0.0;0.0;0.0;2631.1;240.1;200.1;2507.4;122.2;794.5;794.5;0.0;0.0;538.7;471.0;9.7;95.6;0.0;1676.6;617.5;553.3;0.0;0.0;1631.3;0.0;1388.3;0.0;755.2;0.0;215.0;239.0
"2024-02-23";"2024-02-25 15:39:00";"2024-02-25 15:48:16";3566.8;3566.8;0.0;0.0;0.0;0.0;0.0;0.0;2641.0;223.3;192.8;2513.2;125.2;789.5;789.5;0.0;0.0;534.6;465.8;9.7;97.7;0.0;1684.7;610.9;551.2;0.0;0.0;1641.0;0.0;1398.7;0.0;758.9;0.0;239.0;200.8
"2024-02-24";"2024-02-25 15:48:00";"2024-02-25 15:55:44";3564.4;3564.4;0.0;0.0;0.0;0.0;0.0;0.0;2647.0;224.3;192.1;2518.3;125.3;793.3;793.3;0.0;0.0;562.1;479.6;9.7;92.0;0.0;1673.3;610.7;554.0;0.0;0.0;1626.2;0.0;1397.8;0.0;753.7;0.0;240.0;210.4
"2024-02-25";"2024-02-26 12:33:00";"2024-02-26 12:40:40";3536.2;3536.2;0.0;0.0;0.0;0.0;0.0;0.0;2623.3;218.8;188.7;2501.1;124.2;795.8;795.8;0.0;0.0;553.1;464.1;9.7;92.7;0.0;1690.1;615.2;562.6;0.0;0.0;1651.3;0.0;1386.7;0.0;761.3;0.0;230.0;213.1
"2024-02-26";"2024-02-27 09:15:00";"2024-02-27 09:35:11";3567.8;3567.8;0.0;0.0;0.0;0.0;0.0;0.0;2614.3;221.9;191.3;2507.5;123.8;777.8;777.8;0.0;0.0;558.6;471.3;9.7;90.7;0.0;1688.4;600.0;568.8;0.0;0.0;1646.3;0.0;1399.1;0.0;760.5;0.0;247.0;179.4
"2024-02-27";"2024-03-01 21:38:00";"2024-03-01 21:47:15";3555.1;3555.1;0.0;0.0;0.0;0.0;0.0;0.0;2630.7;221.6;193.3;2505.8;125.9;689.2;665.2;24.0;0.0;460.4;401.1;8.6;77.3;0.0;1686.7;611.2;561.0;0.0;0.0;1644.8;0.0;1399.7;0.0;759.8;0.0;215.0;180.5
"2024-02-28";"2024-03-01 21:47:00";"2024-03-01 21:54:32";3555.2;3555.2;0.0;0.0;0.0;0.0;0.0;0.0;2616.1;222.1;193.9;2494.2;125.7;781.1;781.1;0.0;0.0;533.8;470.1;9.7;103.1;0.0;1674.2;610.6;558.4;0.0;0.0;1629.3;0.0;1399.7;0.0;754.1;0.0;210.0;236.1
